date,name,age,comments
2007-8-5,"Amos Manor,",89,Israeli head of Shin Bet (1953–1963). [34]
2007-8-5,"Janine Niépce,",86,French photojournalist. [35] (French)
2007-8-5,"Florian Pittiş,",63,"Romanian actor and folk singer, prostate cancer. [36]"
2007-8-5,"Peter Graham Scott,",83,British film producer. [37]
2007-8-6,"Heinz Barth,",86,"German SS officer, Nazi war criminal, cancer. [38]"
2007-8-6,"Zsolt Daczi,",37,"Hungarian guitarist, cancer. [39]"
2007-8-6,"Moe Fishman,",92,"American representative of the Abraham Lincoln Brigade, pancreatic cancer. [40]"
2007-8-6,"Ah Jook Ku,",97,"American journalist and writer, first Asian American Associated Press reporter. [41]"
2007-8-6,"Elie de Rothschild,",90,"French banker, member of Rothschild dynasty, heart attack. [42]"
2007-8-6,"Paul Rutherford,",67,British trombonist. [43]
2007-8-6,"Atle Selberg,",90,"Norwegian-born mathematician, heart failure. [44]"
2007-8-7,"Ernesto Alonso,",90,"Mexican television producer and actor, pneumonia. [45]"
2007-8-7,"Hal Fishman, 75, American television news anchor since 1960, KTLA Prime News anchor since",1975,cancer. [46]
2007-8-7,"Gato Del Sol,",28,"American racehorse, won 1982 Kentucky Derby, euthanized. [47]"
2007-8-7,"Russell Johnson,",83,American architect and acoustician. [48]
2007-8-7,"Hank Morgenweck,",78,"American baseball umpire, cancer. [49]"
2007-8-7,"Wolfgang Sievers,",93,Australian photographer. [50]
2007-8-7,"Sir Angus Tait,",88,New Zealand electronics innovator and businessman. [51]
2007-8-7,"William F. Walker,",69,"American academic, President of Auburn University (2001–2004). [52]"
2007-8-8,"Ma Lik,",55,"Hong Kong Legislative Council member and chair of the DAB, colon cancer. [54]"
2007-8-8,"Melville Shavelson,",90,American film director and screenwriter. [55]
2007-8-8,"Clarence Tex Walker,",61,"American rhythm and blues musician, heart attack. [56]"
2007-8-8,"Julius Wess,",73,Austrian physicist. [57]
2007-8-9,"Sakiusa Bulicokocoko,",57,"Fijian musician, tumor. [58]"
2007-8-9,"Richmond Flowers Sr.,",88,American Attorney General of Alabama (1963–1967). [59]
2007-8-9,"Timothy Garden, Baron Garden,",63,"British Air Marshal and Liberal Democrat peer, cancer. [60]"
2007-8-9,"Joe O'Donnell,",85,"American presidential photographer, photographed effects of Hiroshima bombing, stroke.[61]"
2007-8-9,"Ulrich Plenzdorf,",72,German author. [62]
2007-8-9,"Rolf Wiik,",78,Finnish Olympic fencer. [63]
2007-8-10,"Henry Cabot Lodge Bohler,",82,"American civil rights campaigner, member of Tuskegee Airmen, brain injuries following a fall. [64]"
2007-8-10,"Tom Cheasty,",73,Irish hurler. [65]
2007-8-10,"James E. Faust,",87,American second counselor in the First Presidency of the LDS Church. [66]
2007-8-10,"Irene Kirkaldy,",90,"American civil rights campaigner, complications of Alzheimer's disease. [67]"
2007-8-10,"Jean Rédélé,",85,French creator of the Alpine automobile brand. [68] (French)
2007-8-10,"Mario Rivera,",68,"Dominican Latin jazz saxophonist with Machito, Tito Puente, Tito Rodríguez orchestras, bone cancer. [69]"
2007-8-10,"Tony Wilson,",57,"British owner of Factory Records, radio and TV presenter, journalist, heart attack. [70]"
2007-8-11,"Franz Antel,",94,Austrian film director. [71]
2007-8-11,"Michael Frede,",67,"German professor of Ancient Philosophy, swimming accident. [72]"
2007-8-11,"MacDonald Gallion,",94,"American politician, Attorney General of Alabama (1959–1963, 1967–1971). [73]"
2007-8-11,"Joe Jimenez,",81,"American professional golfer, won 1978 Senior PGA Championship, renal failure brought on by lung cancer. [74]"
2007-8-11,"Alexander H. Leighton,",99,American-Canadian sociologist and psychiatrist. [75]
2007-8-11,"Arthur Levenson,",93,American NSA official and cryptologist. [76]
2007-8-11,"Roberto Maidana,",79,"Argentine journalist, pneumonia. [77] (Spanish)"
2007-8-11,"Herb Pomeroy,",77,"American jazz trumpeter (Charlie Parker, Frank Sinatra), cancer. [78]"
2007-8-11,"Sukadji Ranuwihardjo,",76,Indonesian President of Gadjah Mada University (1973–1981). [79]
2007-8-11,"Zhang Shuhong,",50,"Chinese company co-owner involved in Fisher-Price toy recall, suicide by hanging. [81]"
2007-8-12,"Ralph Asher Alpher,",86,"American physicist and college professor, respiratory failure. [82] [83]"
2007-8-12,"Ronald N. Bracewell,",86,"Australian physicist and radio astronomer, heart failure. [84]"
2007-8-12,"Christian Elder,",38,American sports car and Busch Series driver. [85]
2007-8-12,"Merv Griffin,",82,"American talk show host, real estate tycoon, creator of Jeopardy! and Wheel of Fortune, prostate cancer. [86]"
2007-8-12,"Asa Hilliard,",73,"American educationalist, historian and psychologist, malaria. [87]"
2007-8-12,"Sir Ian McGeoch,",93,British admiral. [88]
2007-8-12,"Elizabeth Murray,",66,"American artist, lung cancer. [89]"
2007-8-12,"Alwyn Rice Jones,",73,British Archbishop of Wales (1991–1999). [90]
2007-8-12,"Mike Wieringo,",44,"American comic book artist, heart attack. [91]"
2007-8-13,"Brian ""Crush"" Adams,",44,"American professional wrestler, accidental overdose of pain killers and anti-depressants. [92]"
2007-8-13,"Brooke Astor,",105,"American philanthropist, pneumonia. [93]"
2007-8-13,"Ox Miller,",92,American baseball player (Washington Senators). [94]
2007-8-13,"Yone Minagawa,",114,"Japanese supercentenarian, recognized as world's oldest person. [95]"
2007-8-13,"Clifton Neita,",92,Jamaican editor of the Jamaica Gleaner newspaper (1954–1979). [96]
2007-8-13,"Phil Rizzuto,",89,"American baseball player, member of the MLB Hall of Fame, and sports broadcaster, pneumonia. [97]"
2007-8-13,"Tim Royes,",42,"British music video director, car accident. [98]"
2007-8-14,"John Biffen,",76,"British Conservative member of the House of Lords, MP (1961–1997), septicaemia. [99]"
2007-8-14,"Horace Brearley,",94,"British cricketer, father of Mike Brearley. [100]"
2007-8-14,"Jirair S. Hovnanian,",80,Armenian Iraqi-American home builder. [101]
2007-8-14,"Tikhon Khrennikov,",94,"Russian Soviet-era cultural functionary, composer and pianist. [102]"
2007-8-14,"Emory King,",76,"Belizean historian, author and journalist, cancer. [103]"
2007-8-14,"John C. Lanham,",82,American former chief justice of the Republic of the Marshall Islands. [104]
2007-8-14,"Diane Lewis,",54,"American reporter (The Boston Globe), cancer. [105]"
2007-8-14,"Kotozakura Masakatsu,",66,"Japanese yokozuna, complications of diabetes. [106]"
2007-8-14,"Eduardo Noriega,",90,"Mexican actor, heart attack. [107]"
2007-8-14,"Kihei Tomioka,",75,Japanese Olympic cyclist. [108]
2007-8-14,"Sayoko Yamaguchi,",57,"Japanese fashion model, pneumonia. [109]"
2007-8-15,"Richard Bradshaw,",63,"British conductor, Canadian Opera Company general director (1998–2007), heart attack. [110]"
2007-8-15,"Steven Campbell,",53,"British painter, ruptured appendix. [111]"
2007-8-15,"John Gofman,",88,"American nuclear physicist, heart failure. [112]"
2007-8-15,"Geoffrey Orbell,",98,New Zealand bush walker who rediscovered the Takahē in 1948. [113]
2007-8-15,"Sam Pollock,",81,"Canadian former general manager of Montreal Canadiens, Hockey Hall of Famer. [114]"
2007-8-15,"Liam Rector,",58,"American poet, Folger Shakespeare Library program director, suicide by shotgun. [115]"
2007-8-15,"John Wallowitch,",81,"American singer and songwriter, bone cancer. [116]"
2007-8-16,"Bahaedin Adab,",62,"Iranian member of parliament, cancer. [117] (Persian)"
2007-8-16,"John Blewett III,",33,"American NASCAR driver, racing crash. [118]"
2007-8-16,"Jeroen Boere,",39,"Dutch football player (West Ham, West Bromwich Albion, Crystal Palace, Portsmouth, Southend). [119]"
2007-8-16,"Will Edwards,",69,"British Labour politician, MP for Merioneth (1966–1974). [120] [121]"
2007-8-16,"Clive Exton,",77,"British television and film writer, brain cancer. [122]"
2007-8-16,"Roland Mathias,",91,British poet and literary critic. [123]
2007-8-16,"Robert Mignat,",86,French cyclist. [124]
2007-8-16,"The Missing Link,",68,"Canadian professional wrestler, cancer. [125]"
2007-8-16,"Vito Pallavicini,",83,Italian lyricist/pop composer. [126] (Italian)
2007-8-16,"Max Roach,",83,American jazz drummer. [127] [128]
2007-8-17,"John Austin,",68,"British Anglican prelate, Bishop of Aston (1992–2005). [129]"
2007-8-17,"Edward Avedisian,",71,American artist. [130]
2007-8-17,"John Belk,",87,"American Democratic politician, mayor of Charlotte, North Carolina (1969–1977). [131]"
2007-8-17,"Jos Brink,",65,"Dutch television host, actor, minister of religion and writer, colorectal cancer. [132]"
2007-8-17,"Bill Deedes,",94,"British journalist, editor of The Daily Telegraph (1974–1986) and Conservative politician. [133]"
2007-8-17,"Carolyn Goodman,",91,American psychologist and civil rights activist. [134]
2007-8-17,"Eddie Griffin,",25,"American former Seton Hall, Rockets and Timberwolves basketball player, car accident. [135]"
2007-8-17,"Max Hodge,",91,"American television writer, creator of Mr. Freeze on the 1960s Batman series. [136]"
2007-8-17,"Victor Klee,",81,"American mathematician, complications of intestinal surgery. [137]"
2007-8-17,"Tanja Liedtke,",29,"German choreographer appointed as Sydney Dance Company artistic director, road accident. [138]"
2007-8-17,"Elmer MacFadyen,",64,"Canadian politician, Prince Edward Island Progressive Conservative cabinet minister (1996–2007), heart attack. [139]"
2007-8-17,"Alison Plowden,",75,British historian. [140]
2007-8-18,"Stephen Bicknell,",49,British expert on the pipe organ. [141]
2007-8-18,"Michael Deaver,",69,"American Deputy White House Chief of Staff (1981–1985), pancreatic cancer. [142]"
2007-8-18,"Lucien Jarraud,",84,Canadian radio host. [143]
2007-8-18,"Jon Lucien,",65,"American smooth jazz singer/songwriter, respiratory failure and complications of kidney surgery.[144]"
2007-8-18,"Magdalen Nabb,",60,"British author, stroke.[145]"
2007-8-18,"Viktor Prokopenko,",62,"Ukrainian footballer and coach (FC Shakhtar Donetsk), thrombus. [146]"
2007-8-19,"Daniel Brewster,",83,"American Senator (Democrat) from Maryland (1963–1969), liver cancer. [147]"
2007-8-19,"Roch La Salle,",78,"Canadian Progressive Conservative politician, Quebec cabinet minister (1968–1988). [148]"
2007-8-20,"Gabriel Glorieux,",77,Belgian Olympic cyclist. [149]
2007-8-20,"Berthold Grünfeld,",75,Norwegian psychiatrist. [150] (Norwegian)
2007-8-20,"Wild Bill Hagy,",68,American Baltimore Orioles cheerleader of the 1970s and 1980s. [151].
2007-8-20,"Leona Helmsley,",87,"American hotelier, heart failure. [152]"
2007-8-20,"Chas Poynter,",68,"New Zealand politician, mayor of Wanganui (1986–2004), lung disease. [153]"
2007-8-21,"Caroline Aigle,",32,"first French female fighter pilot, cancer. [154]"
2007-8-21,"Rose Bampton,",99,American opera singer. [155]
2007-8-21,"Frank Bowe,",60,"American disability rights activist, author and teacher, cancer. [156]"
2007-8-21,"Siobhan Dowd,",47,"British writer and PEN activist, breast cancer. [158]"
2007-8-21,"Elizabeth Hoisington,",88,"American Army general, heart failure. [159]"
2007-8-21,"Howe Yoon Chong,",84,Singaporean politician. [160]
2007-8-21,"Qurratulain Hyder,",81,Indian novelist. [161]
2007-8-21,"Haley Paige,",26,Mexican-born pornographic actress. [162]
2007-8-21,"Hana Ponická,",85,Slovak writer and dissident. [163] (French)
2007-8-21,"Adam Watson,",93,British diplomat and academic. [164]
2007-8-22,"Butch van Breda Kolff,",84,"American basketball coach (Princeton, Lakers, Pistons, Jazz). [165]"
2007-8-22,"Jacek Chmielnik,",54,"Polish actor, accidental electrocution. [166] (Polish)."
2007-8-22,"Keith Knight,",51,"Canadian actor, brain cancer. [167]"
2007-8-22,"Sir Patrick Macnaghten, 11th Baronet,",80,British aristocrat. [168]
2007-8-22,"Grace Paley,",84,"American writer and political activist, breast cancer. [169]"
2007-8-23,"Cuesta Benberry,",83,"American historian known for her studies of quilting, congestive heart failure. [170]"
2007-8-23,"William John McKeag,",79,"Canadian politician, Lieutenant Governor of Manitoba (1970–1976). [171]"
2007-8-23,"David Perry,",78,New Zealand cricketer. [172]
2007-8-23,"Martti Pokela,",83,Finnish folk musician. [173]
2007-8-23,"Robert Symonds,",80,"American actor (Dynasty, The Exorcist), prostate cancer. [174]"
2007-8-23,"Philip Wilkinson,",80,British banker. [176]
2007-8-24,"Abdul Rahman Arif,",91,"Iraqi politician, President of Iraq (1966–1968). [177]"
2007-8-24,"Mark Birley,",77,"British nightclub owner (Annabel's), stroke. [178]"
2007-8-24,"William E. McAnulty, Jr.,",59,"American lawyer, first African American Kentucky Supreme Court Justice, lung cancer. [180]"
2007-8-24,"Aaron Russo,",64,"American movie producer (Trading Places, The Rose), cancer. [181]"
2007-8-24,"Adam Watson,",93,British diplomat. [182]
2007-8-25,"Benjamin Aaron,",91,"American labor law expert and member of Presidential commissions, cerebral hemorrhage. [183]"
2007-8-25,"Raymond Barre,",83,"French economist, Prime Minister of France (1976–1981), Mayor of Lyon (1995–2001). [184]"
2007-8-25,"Jim Carlson,",72,American screenwriter. [185]
2007-8-25,"Eduardo Prado Coelho,",63,Portuguese writer and political and cultural critic. [186] (Portuguese)
2007-8-25,"Richard Cook,",50,"British jazz writer, cancer. [187]"
2007-8-25,"Ray Jones,",18,"British footballer (QPR), car accident. [189]"
2007-8-25,"Alberto de Lacerda,",78,"Portuguese poet, BBC radio presenter, founded Portucale magazine. [190] (Portuguese)"
2007-8-25,"Linda Smith,",58,Canadian writer. [191]
2007-8-26,"Edward Brandt, Jr.,",74,"American doctor and public health official, directed initial response to AIDS, lung cancer. [192]"
2007-8-26,"Oliver Byrne,",63,"Irish CEO of soccer club Shelbourne F.C., after short illness. [193]"
2007-8-26,"Chuck Comiskey,",81,"American Chicago White Sox executive in the 1950s, grandson of team founder Charles Comiskey. [194]"
2007-8-26,"Roy McLean,",77,"South African cricketer, after long illness. [195] [196]"
2007-8-26,"Judah Nadich,",95,"American rabbi and chaplain, heart attack. [197]"
2007-8-26,"Edward Seidensticker,",86,"American scholar and translator of Japanese literature, complications from a fall. [198]"
2007-8-26,"Gaston Thorn,",78,"Luxembourg Prime Minister (1974–1979), President of the European Commission (1981–1985). [199]"
2007-8-27,"Driss Basri,",69,Moroccan Interior Minister (1979–1999). [200]
2007-8-27,"Galina Dzhugashvili,",68,"Russian granddaughter of Joseph Stalin, cancer. [201]"
2007-8-27,"Richard T. Heffron,",76,American film and television director. [202]
2007-8-27,"Eduardo Malapit,",74,American who was first mayor of Filipino American ancestry. [203]
2007-8-27,"Emma Penella,",77,"Spanish actress (El Verdugo, Aqui no hay quien viva), renal and heart failure. [204] (Spanish)"
2007-8-27,"Doug Riley,",62,"Canadian musician (""Doctor Music""), heart failure. [205]"
2007-8-27,"Hans Ruesch,",94,"Swiss racing driver, author and activist against animal testing. [206]"
2007-8-27,"Gad Yaacobi,",72,"Israeli former Minister and Labor Party Knesset member, heart failure. [207]"
2007-8-28,"Anacleto Angelini,",93,"Chilean businessman, South America's richest man, emphysema. [208]"
2007-8-28,"David Garcia,",63,"American journalist, White House correspondent (ABC), complications of a liver condition. [209]"
2007-8-28,"Arthur Jones,",80,American inventor of the Nautilus exercise machines. [210]
2007-8-28,"Hilly Kristal,",75,"American club owner (CBGB), complications of lung cancer. [211]"
2007-8-28,"Smain Lamari,",67,"Algerian head of intelligence services, after long illness. [212] [213]"
2007-8-28,"Paul MacCready,",81,American aviation pioneer and inventor. [214] [215]
2007-8-28,"Nikola Nobilo,",94,Croatian-born New Zealand winemaker. [216]
2007-8-28,"Antonio Puerta,",22,"Spanish footballer (Sevilla FC), arrhythmogenic right ventricular dysplasia. [217]"
2007-8-28,"Francisco Umbral,",72,"Spanish writer, pneumonia. [218]"
2007-8-28,"Miyoshi Umeki,",78,"Japanese-born Academy Award-winning actress (Sayonara), also on Courtship of Eddie's Father, cancer. [219]"
2007-8-29,"Sir James Fletcher,",92,New Zealand industrialist (Fletcher Challenge). [220]
2007-8-29,"Aldo Forte,",89,American football player. [221]
2007-8-29,"Richard Jewell,",44,"American security guard wrongly accused of the Atlanta Olympics bombing, diabetes. [222]"
2007-8-29,"Pierre Messmer,",91,"French Prime Minister (1972–1974), Free French fighter, French Academician. [223]"
2007-8-29,"Chaswe Nsofwa,",28,"Zambian footballer, heart attack. [224]"
2007-8-29,"Alfred Peet,",87,American entrepreneur and the founder of Peet's Coffee & Tea. [225]
2007-8-30,"Ramrao Adik,",77,Indian former Deputy Chief Minister of Maharashtra. [226]
2007-8-30,"Banarsi Das Gupta,",89,Indian former Chief Minister of Haryana. [227]
2007-8-30,"Augustine Harris,",89,"British Bishop Emeritus of Middlesbrough, former Auxiliary Bishop of Liverpool. [228]"
2007-8-30,"Michael Jackson,",65,"British writer and beer expert (The Beer Hunter), heart attack. [229]"
2007-8-30,"Nancy Littlefield,",77,"American film producer, cancer. [230]"
2007-8-30,"Ong Hok Ham,",74,Indonesian historian. [232]
2007-8-30,"Charles Vanik,",94,"American politician, U.S. Representative from Ohio (1955–1981). [233]"
2007-5-1,"Wiley Harker,",92,American actor. [1]
2007-5-1,"Mathilde Octavie Tafna,",112,Guadeloupean oldest living person of a French possession. [2]
2007-5-2,"Phillip Carter,",44,"British businessman, honorary VP of Chelsea F.C., helicopter crash. [3] [4] [5]"
2007-5-2,"Brad McGann,",43,"New Zealand film director (In My Father's Den), cancer. [6]"
2007-5-3,"Alex Agase,",85,Iranian-born American football coach. [7]
2007-5-3,"Leonard Eron,",87,"American psychologist, congestive heart failure. [9]"
2007-5-3,"Pat O'Shea,",74,Irish writer. [11]
2007-5-3,"Wally Schirra,",84,"American Mercury, Gemini, and Apollo astronaut, heart attack. [12]"
2007-5-3,"Knock Yokoyama,",75,"Japanese comedian and politician, throat cancer. [14]"
2007-5-4,"Russell W. Kruse,",85,"American auctioneer, stroke. [15]"
2007-5-4,"Mamadou Zaré,",45,Ivorian soccer player and coach. [17]
2007-5-5,"Tom Hutchinson,",65,American football wide receiver for the Cleveland Browns 1964 NFL champions. [20]
2007-5-5,"Theodore Maiman,",79,"American physicist who built the first laser, systemic mastocytosis. [21]"
2007-5-5,"Edwin H. Simmons,",85,American Marine Corps historian. [22]
2007-5-5,"Gusti Wolf,",95,Austrian actress. [23] (German)
2007-5-6,"Alvin Batiste,",74,"American jazz musician, heart attack. [24]"
2007-5-6,"Carey Bell,",70,"American blues harmonica player, heart failure. [25]"
2007-5-6,"Lesley Blanch,",102,British writer and fashion editor. [26]
2007-5-6,"Curtis Harrington,",80,American film director. [29]
2007-5-6,"Lord Weatherill,",86,"Speaker of the British House of Commons (1983–1992), after short illness. [32]"
2007-5-7,"Isabella Blow,",48,"British fashion journalist and stylist, suicide by poisoning. [33] [34] [35]"
2007-5-7,"Quentin Brooks,",86,American Olympic shooter. [36]
2007-5-7,"Diego Corrales,",29,"American boxer, motorcycle accident. [37]"
2007-5-7,"George Dawson,",45,"British politician, Northern Ireland Assembly member, cancer. [38] [39]"
2007-5-7,"Donald Ginsberg,",73,"American physicist, melanoma. [40]"
2007-5-7,"Tomasi Kulimoetoke II,",88,King of Wallis ('Uvea). [41]
2007-5-7,"Raffi Lavie,",70,"Israeli artist, pancreatic cancer. [42]"
2007-5-7,"Emma Lehmer,",100,Russian-born American mathematician. [43]
2007-5-7,"Sonny Myers,",83,American professional wrestler. [44]
2007-5-7,"Octavian Paler,",81,"Romanian writer and journalist, heart attack. [45]"
2007-5-7,"Nicholas Worth,",69,"American character actor, heart failure. [46]"
2007-5-7,"Yahweh ben Yahweh,",71,"American religious cult leader (Nation of Yahweh) and convicted felon, prostate cancer. [47] [48]"
2007-5-8,"Philip Craig,",74,American mystery writer. [49]
2007-5-8,"Velma Dunn,",88,"American diver who competed in the 1936 Summer Olympics, stroke. [50]"
2007-5-8,"Abdullah al Faisal,",85,"Saudi prince, writer and businessman, after long illness. [51]"
2007-5-8,"David Farquhar,",79,New Zealand composer. [52]
2007-5-8,"John Henry,",68,"British toxicologist, haemorrhage. [53]"
2007-5-8,"Jagdish Narain Sapru,",74,Indian former chairman of ITC Limited and BOC India. [54]
2007-5-8,"Carson Whitsett,",62,"American composer, musician and record producer, brain tumor. [55]"
2007-5-9,"Donald Alexander,",79,Scottish medical researcher. [56]
2007-5-9,"Charley Ane,",76,"American football player (Detroit Lions), pneumonia. [57]"
2007-5-9,"Alfred Chandler,",88,American economic historian. [58]
2007-5-9,"Gino Pariani,",79,"American footballer (1950 World Cup), bone cancer. [59]"
2007-5-9,"George Seddon,",80,Australian environmental scholar. [60]
2007-5-9,"Dwight Wilson,",106,"Canadian centenarian, second-to-last surviving World War I veteran. [61]"
2007-5-9,"Philip Workman,",53,"American convicted murderer, execution by lethal injection. [62]"
2007-5-10,"John Lattimer,",92,American urologist who developed a cure for renal tuberculosis. [63]
2007-5-10,"Sir Oliver Millar,",84,British Surveyor of the Queen's Pictures (1972–1988) and Director of the Royal Collection (1987–1988). [64]
2007-5-10,"Robert Oelman,",97,"American chief executive of NCR Corporation (1962–1973), co-founder of Wright State University. [65]"
2007-5-10,"Chuck Riley,",66,American voice actor [66]
2007-5-11,"Norman Frank,",82,American producer and political strategist. [67]
2007-5-11,"Bernard Gordon,",88,"American screenwriter, named on the Hollywood blacklist, cancer. [68]"
2007-5-11,"Stanley Holden,",79,"British ballet dancer, complications from heart problems and colon cancer. [69] [70]"
2007-5-11,"Chief Stephen Osita Osadebe,",71,Nigerian Igbo highlife musician. [71]
2007-5-11,"Malietoa Tanumafili II,",94,"Samoan politician, head of state. [72]"
2007-5-12,"Mullah Dadullah,",41,"Afghan militant, Taliban military commander, shot. [73]"
2007-5-12,"Kai Johansen,",66,"Danish (Greenock Morton F.C. and Rangers), cancer. [74]"
2007-5-12,"Edy Vásquez,",23,"Honduran footballer, car accident. [75]"
2007-5-13,"Alexander Buchanan Campbell,",92,Scottish architect. [76]
2007-5-13,"Chen Xiaoxu,",41,"Chinese actress (Dream of the Red Mansion) and Buddhist nun, breast cancer. [77]"
2007-5-13,"Mendel Jackson Davis,",64,"American politician, U.S. Representative from South Carolina (1971–1981), emphysema. [78]"
2007-5-13,"Gomer Hodge,",63,"American baseball player (Cleveland Indians), amyotrophic lateral sclerosis. [79]"
2007-5-13,"Luis María Mendía,",82,Argentine naval officer. [80]
2007-5-13,"Kate Webb,",64,"New Zealand journalist and foreign correspondent, bowel cancer. [81]"
2007-5-14,"Orlando Bobo,",33,"American-born Canadian football player (Winnipeg Blue Bombers), heart and liver failure. [82]"
2007-5-14,"Sir Edward Jones,",70,"British Army general, Black Rod (1996–2001), heart attack. [84]"
2007-5-14,"Nancy McDonald,",72,"American politician, member of the Texas House of Representatives (1984–1995), ovarian cancer. [85]"
2007-5-14,"Aaron McMillan,",30,"Australian classical pianist, bone cancer. [86]"
2007-5-14,"Jean Saubert,",65,"American dual medalist in slalom (1964 Winter Olympics), breast cancer. [87]"
2007-5-14,"Sir Colin St John Wilson,",85,"British architect, designer of the British Library. [88]"
2007-5-15,"Giorgio Cavaglieri,",95,"Italian-born American architect, founder of New York City's urban preservation movement. [89]"
2007-5-15,"Jerry Falwell,",73,"American minister, television evangelist, and politician activist, founder of the Moral Majority, cardiac arrhythmia. [90]"
2007-5-15,"Karen Hess,",88,"American culinary historian and author, stroke. [91]"
2007-5-15,"Yolanda King,",51,"American activist and actress, daughter of civil rights leader Martin Luther King, Jr. [92]"
2007-5-15,"Duncan Macrae,",92,"British rugby football player, (Scotland Rugby Union Team). [93]"
2007-5-15,"Angus McBride,",76,British illustrator. [94]
2007-5-16,"Alphonse ""Bois Sec"" Ardoin,",91,American creole accordionist. [95]
2007-5-16,"Dame Mary Douglas,",86,British social anthropologist. [96]
2007-5-16,"Gohar Gasparyan,",83,Armenian soprano opera singer. [97]
2007-5-16,"Allan Hird, Sr.,",88,"Australian footballer and academic, President of Essendon Football Club (1969–1975), Victorian Director-general of Education. [98]"
2007-5-16,"Peter Marner,",71,"British cricketer, youngest player to represent the Lancashire County Cricket Club. [99]"
2007-5-16,"Terry Ryan,",60,"American writer (The Prize Winner of Defiance, Ohio), cancer. [100]"
2007-5-16,"Lauren Terrazzano,",39,"American journalist, chronicled her battle with cancer, lung cancer. [101] [102]"
2007-5-17,"Lloyd Alexander,",83,"American fantasy author, including The Chronicles of Prydain, cancer. [103]"
2007-5-17,"Petro Balabuyev,",76,"Ukrainian aircraft designer, including world's largest aeroplane, the An-225. [104]"
2007-5-17,"Don Burton,",87,"Australian politician, member of the New South Wales Legislative Council (1976–1984). [105]"
2007-5-17,"John Gonzaga,",74,"American football player with the San Francisco 49ers, Dallas Cowboys, Detroit Lions and Denver Broncos. [106]"
2007-5-17,"Kawika Kapahulehua,",76,American captain of the Hokulea's first voyage from Hawaii to Tahiti. [107]
2007-5-17,"Sir John Nicholls,",80,British air marshal. [108]
2007-5-17,"Eugen Weber,",82,"Romanian-born American historian, pancreatic cancer. [109]"
2007-5-17,"Bill Wight,",85,American MLB pitcher and scout. [110]
2007-5-17,"Wiktor Zin,",82,Polish architect and graphic artist. [111] (Polish)
2007-5-18,"Roy De Forest,",77,"American artist and professor at University of California, Davis. [112]"
2007-5-18,"Saud Memon,",44,"Pakistani businessman implicated in the murder of Daniel Pearl, tuberculosis and meningitis. [114]"
2007-5-18,"Les Schwab,",89,American tire tycoon. [115]
2007-5-18,"Mika Špiljak,",90,Chairman of the Collective Presidency of Yugoslavia (1983–1984). [116] [117] (Croatian)
2007-5-18,"Yoyoy Villame,",69,"Filipino musician and comedian, heart attack. [118]"
2007-5-19,"Derek Cooper,",94,British army officer and refugee campaigner. [119]
2007-5-19,"Miroslav Deronjić,",52,"Bosnian Serb politician and convicted war criminal, natural causes. [120]"
2007-5-19,"Jack Findlay,",72,Australian Grand Prix motorcycle racer. [121]
2007-5-19,"Frank Guida,",84,Italian-born American record producer. [122]
2007-5-19,"Ron Hall,",43,American football player for the Tampa Bay Buccaneers. [123]
2007-5-19,"Marian Radke-Yarrow,",89,"American researcher in child psychology, leukemia. [124]"
2007-5-19,"Scott Thorkelson,",49,"Canadian member of the House of Commons (1988–1993), heart attack. [125]"
2007-5-19,"Michel Visi,",52,Vanuatuan Catholic bishop. [126]
2007-5-19,"Hans Wollschläger,",72,German author and translator. [127] (German)
2007-5-19,"Carl Wright,",75,"American dancer, comedian and actor, cancer. [128]"
2007-5-20,"Bobby Ash,",82,"British-born Canadian television host (The Uncle Bobby Show), heart attack. [129]"
2007-5-20,"Dame Jean Herbison, 83 or",84,"New Zealand academic, first N.Z. female chancellor (University of Canterbury, 1979–1984). [130]"
2007-5-20,"Baruch Kimmerling,",67,Israeli sociologist and historian. [131]
2007-5-20,"Valentina Leontyeva,",84,"Russian television presenter, one of the first television presenters in the Soviet Union. [132]"
2007-5-20,"Sir George Macfarlane,",91,British scientist and engineer. [133]
2007-5-20,"Tod H. Mikuriya,",73,"American psychiatrist and medical marijuana advocate, cancer. [134]"
2007-5-20,"Stanley Miller,",77,"American chemist and biologist, known for the Miller–Urey experiment into the origins of life, heart failure. [135]"
2007-5-20,"William Peters,",85,"American journalist and documentarian of race issues, Alzheimer's disease. [136]"
2007-5-20,"Guram Sharadze,",66,"Georgian philologist and politician, shot. [137]"
2007-5-20,"Norman Von Nida,",93,Australian golfer. [138]
2007-5-20,"Ben Weisman,",85,"American musician and songwriter, wrote nearly 60 songs for singer Elvis Presley, stroke. [139]"
2007-5-20,"Edwin H. Whitehead,",82,American lawyer and politician. [140]
2007-5-21,"Clark Adams,",37,American secular humanist leader and activist. [141]
2007-5-21,"Frank Gay,",86,"American businessman, senior corporate aide to Howard Hughes. [142]"
2007-5-21,"Peter Hayes,",54,Australian lawyer. [143]
2007-5-21,"Bruno Mattei,",75,Italian film director. [145]
2007-5-21,"Kenneth Sokoloff,",54,"American economist who examined factor endowment, liver cancer. [146]"
2007-5-21,"Sakorn Yang-keawsot,",85,"Thai puppeteer, lung illness. [147]"
2007-5-22,"Fannie Lee Chaney,",84,American civil rights activist. [148]
2007-5-22,"Robert Comer,",50,"American convicted murderer, execution by lethal injection. [149]"
